,xst,yst,xin,yin,exitcell,exitface,dtau,tsum,line
948,889.4051780017875,500.0,1000.0,529.7372986781196,35.0,2.0,70.87793519526406,345.8758109700357,127
949,750.0,443.13851271747956,889.4051780017875,500.0,19.0,1.0,154.84039271427022,500.7162036843059,127
950,508.7857982970274,500.0,750.0,443.13851271747956,18.0,4.0,250.71090785343262,751.4271115377385,127
951,500.0,501.29208727826614,508.7857982970274,500.0,34.0,1.0,5.424149832876802,756.8512613706152,127
952,340.2955111739252,750.0,500.0,501.29208727826614,33.0,4.0,154.2879321870676,911.1391935576828,127
953,,,,,,,22.26179875333927,933.400992311022,127
954,1549.342105263158,1000.0,1549.342105263158,1000.0,70.0,2.0,11.130899376669635,11.130899376669635,128
955,1500.0,917.0338015446772,1549.342105263158,1000.0,54.0,1.0,16.93794946859171,28.068848845261346,128
956,1272.6128992257482,750.0,1500.0,917.0338015446772,53.0,2.0,77.58683118783183,105.65568003309318,128
957,1250.0,716.1336440866567,1272.6128992257482,750.0,37.0,1.0,13.901799732589286,119.55747976568246,128
958,1000.0,506.6848408785351,1250.0,716.1336440866567,36.0,1.0,161.38230572373962,280.9397854894221,128
959,975.1386702924724,500.0,1000.0,506.6848408785351,35.0,2.0,16.15860542875533,297.0983909181774,128
960,750.0,408.16898036976187,975.1386702924724,500.0,19.0,1.0,271.9730429063011,569.0714338244785,128
961,500.0,463.57502475492413,750.0,408.16898036976187,18.0,1.0,260.3234274585601,829.3948612830386,128
